nom_hotel,url,marque
CAMPANILE METZ NORD,https://www.tripadvisor.fr/Hotel_Review-g226876-d12597245-Reviews-Hotel_Campanile_Metz_Nord-Woippy_Moselle_Grand_Est.html,CAMPANILE
CAMPANILE PARIS OUEST - Nanterre - La Défense,https://www.tripadvisor.fr/Hotel_Review-g196579-d287160-Reviews-Campanile_Paris_Ouest_Nanterre_La_Defense-Nanterre_La_Defense_Hauts_de_Seine_Ile_de_Fra.html,CAMPANILE
CAMPANILE SAINT MALO - Saint Jouan des Guérets,https://www.tripadvisor.fr/Hotel_Review-g660463-d488525-Reviews-Campanile_Saint_Malo_Saint_Jouan_Des_Guerets-Saint_Jouan_des_Guerets_Saint_Malo_Ille_et.html,CAMPANILE
CAMPANILE RENNES SUD - Saint Jacques,https://www.tripadvisor.fr/Hotel_Review-g651705-d4089685-Reviews-Campanile_Rennes_Sud_Saint_Jacques-Saint_Jacques_de_la_Lande_Rennes_Ille_et_Vilaine_Br.html,CAMPANILE
KYRIAD LILLE EST - Villeneuve d'Ascq,https://www.tripadvisor.fr/Hotel_Review-g196640-d1699489-Reviews-Kyriad_Lille_Est_Villeneuve_D_Ascq-Villeneuve_d_Ascq_Lille_Nord_Hauts_de_France.html,KYRIAD
CAMPANILE SAINT ETIENNE CENTRE - Villars,https://www.tripadvisor.fr/Hotel_Review-g8290719-d566022-Reviews-Campanile_Saint_Etienne_Centre_Villars-Villars_Saint_Etienne_Loire_Auvergne_Rhone_Alpe.html,CAMPANILE
PREMIERE CLASSE GRENOBLE SUD - Gières Université,https://www.tripadvisor.fr/Hotel_Review-g1067702-d1068225-Reviews-Premiere_Classe_Grenoble_Sud_Gieres_Universite-Gieres_Grenoble_Isere_Auvergne_Rhone_A.html,PREMIERE CLASSE
CAMPANILE PARIS SUD - Porte d'Italie,https://www.tripadvisor.fr/Hotel_Review-g227614-d296880-Reviews-Campanile_Paris_Sud_Porte_D_Italie-Kremlin_Bicetre_Val_de_Marne_Ile_de_France.html,CAMPANILE
PREMIERE CLASSE CHALON SUR SAONE,https://www.tripadvisor.fr/Hotel_Review-g196539-d482491-Reviews-Premiere_Classe_Chalon_Sur_Saone-Chalon_sur_Saone_Saone_et_Loire_Bourgogne_Franche_Comt.html,PREMIERE CLASSE
CAMPANILE LES ULIS,https://www.tripadvisor.fr/Hotel_Review-g196573-d287157-Reviews-Campanile_Les_Ulis-Les_Ulis_Essonne_Ile_de_France.html,CAMPANILE
CAMPANILE FONTAINEBLEAU,https://www.tripadvisor.fr/Hotel_Review-g187145-d17575192-Reviews-Campanile_Fontainebleau-Fontainebleau_Seine_et_Marne_Ile_de_France.html,CAMPANILE
KYRIAD BEAUVAIS SUD,https://www.tripadvisor.fr/Hotel_Review-g196658-d481736-Reviews-Kyriad_Beauvais_Sud-Beauvais_Oise_Hauts_de_France.html,KYRIAD
CAMPANILE MARSEILLE EST - Aubagne,https://www.tripadvisor.fr/Hotel_Review-g644128-d17781610-Reviews-Campanile_Marseille_Est_Aubagne-Aubagne_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,CAMPANILE
PREMIERE CLASSE BORDEAUX EST - Lormont,https://www.tripadvisor.fr/Hotel_Review-g644083-d644574-Reviews-Hotel_Premiere_Classe_Bordeaux_Est_Lormont-Lormont_Bordeaux_Gironde_Nouvelle_Aquitaine.html,PREMIERE CLASSE
PREMIERE CLASSE CLERMONT FERRAND NORD,https://www.tripadvisor.fr/Hotel_Review-g187091-d481703-Reviews-Premiere_Classe_Clermont_Ferrand_Nord-Clermont_Ferrand_Puy_de_Dome_Auvergne_Rhone_Alpes.html,PREMIERE CLASSE
PREMIERE CLASSE DREUX,https://www.tripadvisor.fr/Hotel_Review-g580140-d488847-Reviews-Premiere_Classe_Dreux-Dreux_Eure_et_Loir_Centre_Val_de_Loire.html,PREMIERE CLASSE
CAMPANILE CERGY SAINT CHRISTOPHE,https://www.tripadvisor.fr/Hotel_Review-g262037-d481731-Reviews-Campanile_Cergy_Saint_Christophe-Cergy_Cergy_Pontoise_Val_d_Oise_Ile_de_France.html,CAMPANILE
CAMPANILE LE BOURGET - AIRPORT,https://www.tripadvisor.fr/Hotel_Review-g9980751-d296872-Reviews-Campanile_Le_Bourget_Airport-Bonneuil_en_France_Ile_de_France.html,CAMPANILE
CAMPANILE LE BLANC MESNIL,https://www.tripadvisor.fr/Hotel_Review-g196571-d497187-Reviews-Campanile_Blanc_Mesnil-Le_Blanc_Mesnil_Seine_Saint_Denis_Ile_de_France.html,CAMPANILE
CAMPANILE PARIS OUEST - Boulogne,https://www.tripadvisor.fr/Hotel_Review-g196560-d287145-Reviews-Campanile_Paris_Ouest_Boulogne-Boulogne_Billancourt_Hauts_de_Seine_Ile_de_France.html,CAMPANILE
KYRIAD BRIVE LA GAILLARDE OUEST,https://www.tripadvisor.fr/Hotel_Review-g196612-d656966-Reviews-Hotel_Kyriad_Brive_La_Gaillarde_Ouest-Brive_la_Gaillarde_Correze_Nouvelle_Aquitaine.html,KYRIAD
PREMIERE CLASSE ROUEN NORD - Bois Guillaume,https://www.tripadvisor.fr/Hotel_Review-g1025617-d488726-Reviews-Premiere_Classe_Rouen_Nord_Bois_Guillaume-Bois_Guillaume_Seine_Maritime_Haute_Normandi.html,PREMIERE CLASSE
PREMIERE CLASSE DUNKERQUE - Saint-Pol-Sur-Mer,https://www.tripadvisor.fr/Hotel_Review-g1080567-d488876-Reviews-Premiere_Classe_Dunkerque_Saint_Pol_Sur_Mer-Saint_Pol_sur_Mer_Nord_Hauts_de_France.html,PREMIERE CLASSE
PREMIERE CLASSE METZ NORD - Talange,https://www.tripadvisor.fr/Hotel_Review-g2221931-d487486-Reviews-Hotel_Premiere_Classe_Metz_Nord_Talange-Talange_Moselle_Grand_Est.html,PREMIERE CLASSE
PREMIERE CLASSE TOULOUSE NORD - L'Union,https://www.tripadvisor.fr/Hotel_Review-g661248-d2454352-Reviews-Premiere_Classe_Toulouse_Nord_L_Union-L_Union_Haute_Garonne_Occitanie.html,PREMIERE CLASSE
KYRIAD MEAUX SUD - Nanteuil les Meaux,https://www.tripadvisor.fr/Hotel_Review-g661383-d487813-Reviews-Kyriad_Nanteuil_les_Meaux-Nanteuil_les_Meaux_Seine_et_Marne_Ile_de_France.html,KYRIAD
KYRIAD VALENCIENNES SUD - Rouvignies,https://www.tripadvisor.fr/Hotel_Review-g1946989-d287199-Reviews-Kyriad_Valenciennes_Sud_Rouvignies-Rouvignies_Nord_Hauts_de_France.html,KYRIAD
KYRIAD LIMOGES SUD - Feytiat,https://www.tripadvisor.fr/Hotel_Review-g226873-d261874-Reviews-Kyriad_Limoges_Sud_Feytiat-Feytiat_Haute_Vienne_Nouvelle_Aquitaine.html,KYRIAD
KYRIAD DIRECT AGEN CASTELCULIER,https://www.tripadvisor.fr/Hotel_Review-g1079330-d1106602-Reviews-Kyriad_Direct_Agen_Castelculier-Castelculier_Agen_Lot_et_Garonne_Nouvelle_Aquitaine.html,KYRIAD DIRECT
KYRIAD DIRECT SAINTES,https://www.tripadvisor.fr/Hotel_Review-g196669-d484041-Reviews-Kyriad_Direct_Saintes-Saintes_Charente_Maritime_Nouvelle_Aquitaine.html,KYRIAD DIRECT
PREMIERE CLASSE STRASBOURG SUD - Illkirch,https://www.tripadvisor.fr/Hotel_Review-g661476-d1799894-Reviews-Premiere_Classe_Strasbourg_Sud_Illkirch-Geispolsheim_Strasbourg_Bas_Rhin_Grand_Est.html,PREMIERE CLASSE
KYRIAD FONTENAY TRESIGNY,https://www.tripadvisor.fr/Hotel_Review-g661473-d488031-Reviews-Kyriad_Fontenay_Tresigny-Fontenay_Tresigny_Seine_et_Marne_Ile_de_France.html,KYRIAD
KYRIAD DIRECT BORDEAUX SUD - Cestas,https://www.tripadvisor.fr/Hotel_Review-g644081-d627189-Reviews-Kyriad_Direct_Bordeaux_Sud-Cestas_Gironde_Nouvelle_Aquitaine.html,KYRIAD DIRECT
PREMIERE CLASSE ISTRES,https://www.tripadvisor.fr/Hotel_Review-g196681-d2273979-Reviews-Premiere_Classe_Istres-Istres_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,PREMIERE CLASSE
CAMPANILE TOULOUSE - Blagnac Aéroport,https://www.tripadvisor.fr/Hotel_Review-g196620-d514456-Reviews-Campanile_Toulouse_Blagnac_Aeroport-Blagnac_Haute_Garonne_Occitanie.html,CAMPANILE
KYRIAD DIRECT ROANNE,https://www.tripadvisor.fr/Hotel_Review-g187268-d286859-Reviews-Kyriad_Direct_Roanne-Roanne_City_Roanne_Loire_Auvergne_Rhone_Alpes.html,KYRIAD DIRECT
KYRIAD NICE - Stade,https://www.tripadvisor.fr/Hotel_Review-g187234-d294353-Reviews-Kyriad_Nice_Stade-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,KYRIAD
PREMIERE CLASSE TOULOUSE SUD - Portet,https://www.tripadvisor.fr/Hotel_Review-g644114-d627360-Reviews-Premiere_Classe_Toulouse_Sud_Portet-Portet_sur_Garonne_Haute_Garonne_Occitanie.html,PREMIERE CLASSE
PREMIERE CLASSE COLMAR NORD - Houssen,https://www.tripadvisor.fr/Hotel_Review-g651693-d487789-Reviews-Hotel_Premiere_Classe_Colmar_Nord_Houssen-Houssen_Haut_Rhin_Grand_Est.html,PREMIERE CLASSE
CAMPANILE CALAIS,https://www.tripadvisor.fr/Hotel_Review-g196659-d481692-Reviews-Campanile_Calais-Calais_Pas_de_Calais_Hauts_de_France.html,CAMPANILE
KYRIAD BORDEAUX - Lormont,https://www.tripadvisor.fr/Hotel_Review-g644083-d597763-Reviews-Hotel_Kyriad_Bordeaux_Lormont-Lormont_Bordeaux_Gironde_Nouvelle_Aquitaine.html,KYRIAD
CAMPANILE LYON CENTRE - Berges du Rhône,https://www.tripadvisor.fr/Hotel_Review-g187265-d232353-Reviews-Campanile_Lyon_Centre_Berges_Du_Rhone-Lyon_Rhone_Auvergne_Rhone_Alpes.html,CAMPANILE
KYRIAD STRASBOURG SUD - Lingolsheim,https://www.tripadvisor.fr/Hotel_Review-g651694-d272404-Reviews-Kyriad_Strasbourg_Sud_Lingolsheim-Lingolsheim_Strasbourg_Bas_Rhin_Grand_Est.html,KYRIAD
PREMIERE CLASSE COIGNIERES,https://www.tripadvisor.fr/Hotel_Review-g660198-d952490-Reviews-Hotel_Premiere_Classe_Coignieres-Coignieres_Yvelines_Ile_de_France.html,PREMIERE CLASSE
PREMIERE CLASSE AGEN,https://www.tripadvisor.fr/Hotel_Review-g196503-d644520-Reviews-Premiere_Classe_Agen-Agen_Lot_et_Garonne_Nouvelle_Aquitaine.html,PREMIERE CLASSE
PREMIERE CLASSE ANNECY NORD - Epagny,https://www.tripadvisor.fr/Hotel_Review-g5510194-d3313811-Reviews-Premiere_Classe_Annecy_Nord_Epagny-Epagny_Haute_Savoie_Auvergne_Rhone_Alpes.html,PREMIERE CLASSE
KYRIAD SAINT QUENTIN EN YVELINES - Montigny,https://www.tripadvisor.fr/Hotel_Review-g229456-d483509-Reviews-Kyriad_Saint_Quentin_En_Yvelines_Montigny-Montigny_le_Bretonneux_Saint_Quentin_en_Yveli.html,KYRIAD
PREMIERE CLASSE PAMIERS,https://www.tripadvisor.fr/Hotel_Review-g644113-d627358-Reviews-Premiere_Classe_Pamiers-Pamiers_Ariege_Occitanie.html,PREMIERE CLASSE
CAMPANILE LA ROCHELLE NORD - Puilboreau,https://www.tripadvisor.fr/Hotel_Review-g656509-d277503-Reviews-Campanile_La_Rochelle_Nord_Puilboreau-Puilboreau_Charente_Maritime_Nouvelle_Aquitaine.html,CAMPANILE
CAMPANILE STRASBOURG - Lingolsheim,https://www.tripadvisor.fr/Hotel_Review-g651694-d488419-Reviews-Hotel_Campanile_Strasbourg_Aeroport_Lingolsheim-Lingolsheim_Strasbourg_Bas_Rhin_Grand_E.html,CAMPANILE
PREMIERE CLASSE MONTPELLIER OUEST - Saint Jean de Védas,https://www.tripadvisor.fr/Hotel_Review-g661725-d1017036-Reviews-Premiere_Classe_Montpellier_Ouest_St_Jean_De_Vedas-Saint_Jean_de_Vedas_Herault_Occitan.html,PREMIERE CLASSE
CAMPANILE BAYONNE,https://www.tripadvisor.fr/Hotel_Review-g187077-d627140-Reviews-Campanile_Bayonne-Bayonne_Basque_Country_Pyrenees_Atlantiques_Nouvelle_Aquitaine.html,CAMPANILE
PREMIERE CLASSE STRASBOURG OUEST,https://www.tripadvisor.fr/Hotel_Review-g187075-d232380-Reviews-Premiere_Classe_Strasbourg_Ouest-Strasbourg_Bas_Rhin_Grand_Est.html,PREMIERE CLASSE
CAMPANILE NANTES EST - Saint Sébastien sur Loire,https://www.tripadvisor.fr/Hotel_Review-g608800-d565381-Reviews-Hotel_Campanile_Nantes_Est_Saint_Sebastien_Sur_Loire-Saint_Sebastien_sur_Loire_Loire_At.html,CAMPANILE
CAMPANILE VIERZON,https://www.tripadvisor.fr/Hotel_Review-g196550-d287074-Reviews-Campanile_Vierzon-Vierzon_Cher_Berry_Centre_Val_de_Loire.html,CAMPANILE
CAMPANILE BEZIERS,https://www.tripadvisor.fr/Hotel_Review-g425052-d507360-Reviews-Campanile_Beziers-Villeneuve_les_Beziers_Beziers_Herault_Occitanie.html,CAMPANILE
KYRIAD TARBES - Bastillac,https://www.tripadvisor.fr/Hotel_Review-g196630-d312924-Reviews-Hotel_Kyriad_Tarbes_Bastillac-Tarbes_Hautes_Pyrenees_Occitanie.html,KYRIAD
KYRIAD CLERMONT FERRAND NORD - Riom,https://www.tripadvisor.fr/Hotel_Review-g651701-d1371009-Reviews-Kyriad_Clermont_Ferrand_Nord_Riom-Riom_Puy_de_Dome_Auvergne_Rhone_Alpes.html,KYRIAD
PREMIERE CLASSE VILLEJUST - ZA COURTABOEUF,https://www.tripadvisor.fr/Hotel_Review-g503709-d488660-Reviews-Premiere_Classe_Villejust_Za_Courtaboeuf-Villejust_Essonne_Ile_de_France.html,PREMIERE CLASSE
PREMIERE CLASSE MAUBEUGE - Feignies,https://www.tripadvisor.fr/Hotel_Review-g1957344-d1961540-Reviews-Premiere_Classe_Maubeuge_Feignies-Feignies_Nord_Hauts_de_France.html,PREMIERE CLASSE
CAMPANILE CLERMONT FERRAND - Le Brézet,https://www.tripadvisor.fr/Hotel_Review-g187091-d507198-Reviews-Hotel_Campanile_Clermont_Ferrand_Le_Brezet-Clermont_Ferrand_Puy_de_Dome_Auvergne_Rhone_.html,CAMPANILE
CAMPANILE PARIS EST - Pantin,https://www.tripadvisor.fr/Hotel_Review-g196584-d287162-Reviews-Hotel_Campanile_Pantin-Pantin_Seine_Saint_Denis_Ile_de_France.html,CAMPANILE
PREMIERE CLASSE MARSEILLE EST - La Valentine,https://www.tripadvisor.fr/Hotel_Review-g187253-d644521-Reviews-Premiere_Classe_Marseille_Est_La_Valentine-Marseille_Bouches_du_Rhone_Provence_Alpes_Co.html,PREMIERE CLASSE
KYRIAD VILLEFRANCHE SUR SAONE,https://www.tripadvisor.fr/Hotel_Review-g187274-d233437-Reviews-Kyriad_Villefranche_Sur_Saone-Villefranche_sur_Saone_Rhone_Auvergne_Rhone_Alpes.html,KYRIAD
CAMPANILE BEAUVAIS,https://www.tripadvisor.fr/Hotel_Review-g196658-d313299-Reviews-Campanile_Beauvais-Beauvais_Oise_Hauts_de_France.html,CAMPANILE
CAMPANILE DEAUVILLE - Saint Arnoult,https://www.tripadvisor.fr/Hotel_Review-g1158643-d530354-Reviews-Campanile_Deauville_Saint_Arnoult-Saint_Arnoult_Deauville_Calvados_Basse_Normandie_Nor.html,CAMPANILE
CAMPANILE ROISSY,https://www.tripadvisor.fr/Hotel_Review-g196587-d239215-Reviews-Campanile_Roissy_Hotel-Roissy_en_France_Val_d_Oise_Ile_de_France.html,CAMPANILE
PREMIERE CLASSE LE BLANC MESNIL,https://www.tripadvisor.fr/Hotel_Review-g196571-d644471-Reviews-Premiere_Classe_Le_Blanc_Mesnil-Le_Blanc_Mesnil_Seine_Saint_Denis_Ile_de_France.html,PREMIERE CLASSE
CAMPANILE CAEN EST - Mondeville,https://www.tripadvisor.fr/Hotel_Review-g651738-d534830-Reviews-Campanile_Caen_Est_Mondeville-Mondeville_Calvados_Basse_Normandie_Normandy.html,CAMPANILE
PREMIERE CLASSE ORLY RUNGIS,https://www.tripadvisor.fr/Hotel_Review-g196588-d291545-Reviews-Premiere_Classe_Orly_Rungis-Rungis_Val_de_Marne_Ile_de_France.html,PREMIERE CLASSE
CAMPANILE SAINT JEAN DE LUZ,https://www.tripadvisor.fr/Hotel_Review-g187089-d15179683-Reviews-Campanile_Saint_Jean_De_Luz-Saint_Jean_de_Luz_Basque_Country_Pyrenees_Atlantiques_Nou.html,CAMPANILE
CAMPANILE SAINT QUENTIN EN YVELINES,https://www.tripadvisor.fr/Hotel_Review-g196591-d287167-Reviews-Campanile_Saint_Quentin_En_Yvelines-Saint_Quentin_en_Yvelines_Yvelines_Ile_de_France.html,CAMPANILE
CAMPANILE DOLE,https://www.tripadvisor.fr/Hotel_Review-g196553-d287143-Reviews-Campanile_Dole-Dole_Jura_Bourgogne_Franche_Comte.html,CAMPANILE
KYRIAD DIRECT LILLE NORD - Roubaix,https://www.tripadvisor.fr/Hotel_Review-g196637-d287198-Reviews-Kyriad_Direct_Lille_Nord_Roubaix-Roubaix_Nord_Hauts_de_France.html,KYRIAD DIRECT
CAMPANILE LILLE - Euralille,https://www.tripadvisor.fr/Hotel_Review-g950935-d4498818-Reviews-Campanile_Lille_Euralille-La_Madeleine_Lille_Nord_Hauts_de_France.html,CAMPANILE
CAMPANILE LYON CENTRE - Gare Part Dieu,https://www.tripadvisor.fr/Hotel_Review-g187265-d253267-Reviews-Campanile_Lyon_Centre_Gare_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,CAMPANILE
PREMIERE CLASSE BORDEAUX NORD - Lac,https://www.tripadvisor.fr/Hotel_Review-g187079-d482518-Reviews-Premiere_Classe_Bordeaux_Nord_Lac_Hotel-Bordeaux_Gironde_Nouvelle_Aquitaine.html,PREMIERE CLASSE
KYRIAD MARNE LA VALLEE  - TORCY,https://www.tripadvisor.fr/Hotel_Review-g651715-d565821-Reviews-Kyriad_Marne_La_Vallee_Torcy-Torcy_Marne_la_Vallee_Seine_et_Marne_Ile_de_France.html,KYRIAD
CAMPANILE VAL DE FRANCE,https://www.tripadvisor.fr/Hotel_Review-g664935-d487413-Reviews-Hotel_Campanile_Val_de_France-Magny_le_Hongre_Marne_la_Vallee_Seine_et_Marne_Ile_de_Fra.html,CAMPANILE
CAMPANILE CHARLEVILLE MEZIERES,https://www.tripadvisor.fr/Hotel_Review-g661459-d565363-Reviews-Campanile_Charleville_Mezieres-Charleville_Mezieres_Ardennes_Grand_Est.html,CAMPANILE
KYRIAD DIRECT STRASBOURG OUEST - Zénith,https://www.tripadvisor.fr/Hotel_Review-g187075-d21144383-Reviews-Kyriad_Direct_Strasbourg_Ouest_Zenith-Strasbourg_Bas_Rhin_Grand_Est.html,KYRIAD DIRECT
PREMIERE CLASSE COULOMMIERS - MOUROUX,https://www.tripadvisor.fr/Hotel_Review-g1055978-d488667-Reviews-Premiere_Classe_Coulommiers_Mouroux-Mouroux_Seine_et_Marne_Ile_de_France.html,PREMIERE CLASSE
KYRIAD CHANTILLY,https://www.tripadvisor.fr/Hotel_Review-g641875-d482399-Reviews-Hotel_Kyriad_Chantilly-Gouvieux_Chantilly_Oise_Hauts_de_France.html,KYRIAD
PREMIERE CLASSE AVIGNON NORD - LE PONTET,https://www.tripadvisor.fr/Hotel_Review-g207355-d651291-Reviews-Premiere_Classe_Avignon_Nord_Le_Pontet-Le_Pontet_Avignon_Vaucluse_Provence_Alpes_Cote_d.html,PREMIERE CLASSE
PREMIERE CLASSE NANCY EST - ESSEY,https://www.tripadvisor.fr/Hotel_Review-g661258-d488887-Reviews-Premiere_Classe_Nancy_Est_Essey-Essey_les_Nancy_Meurthe_et_Moselle_Grand_Est.html,PREMIERE CLASSE
PREMIERE CLASSE LILLE SUD - HENIN BEAUMONT - NOYELLES GODAULT,https://www.tripadvisor.fr/Hotel_Review-g651732-d488866-Reviews-Premiere_Classe_Lille_Sud_Henin_Beaumont-Noyelles_Godault_Pas_de_Calais_Hauts_de_France.html,PREMIERE CLASSE
